timestamp,intersection_id,detector_id,approach,lane_label,vehicle_count,avg_speed_kmh,source
2026-04-20T03:30:00,INT-001,D14,South,S-AGG,12,17.48,synthetic-extended
2026-04-20T03:30:00,INT-001,D15,West,W-1,14,26.39,synthetic-extended
2026-04-20T03:30:00,INT-001,D16,West,W-2,4,24.96,synthetic-extended
2026-04-20T03:30:00,INT-001,D17,West,W-3,10,17.34,synthetic-extended
2026-04-20T03:30:00,INT-001,D18,West,W-AGG,6,26.33,synthetic-extended
2026-04-20T03:30:00,INT-001,D19,North,N-4,10,23.31,synthetic-extended
2026-04-20T03:30:00,INT-001,D20,Toll,Toll-2,8,19.86,synthetic-extended
2026-04-20T03:30:00,INT-001,D21,Carpool,CP-2,12,24.05,synthetic-extended
2026-04-20T03:30:00,INT-001,D22,Exit,EX-1,7,19.06,synthetic-extended
2026-04-20T03:45:00,INT-001,D01,Toll,Toll-1,0,100.01,SimToll-15K-Day1
2026-04-20T03:45:00,INT-001,D02,North,N-1,1,80.0,SimToll-15K-Day1
2026-04-20T03:45:00,INT-001,D03,North,N-2,1,100.01,SimToll-15K-Day1
2026-04-20T03:45:00,INT-001,D04,North,N-3,0,100.01,SimToll-15K-Day1
2026-04-20T03:45:00,INT-001,D05,North,N-AGG,1,100.01,SimToll-15K-Day1
2026-04-20T03:45:00,INT-001,D06,Carpool,CP-1,0,100.01,SimToll-15K-Day1
2026-04-20T03:45:00,INT-001,D07,East,E-1,10,22.84,synthetic-extended
2026-04-20T03:45:00,INT-001,D08,East,E-2,13,25.96,synthetic-extended
2026-04-20T03:45:00,INT-001,D09,East,E-3,13,19.8,synthetic-extended
2026-04-20T03:45:00,INT-001,D10,East,E-AGG,11,20.72,synthetic-extended
2026-04-20T03:45:00,INT-001,D11,South,S-1,6,12.59,synthetic-extended
2026-04-20T03:45:00,INT-001,D12,South,S-2,12,13.42,synthetic-extended
2026-04-20T03:45:00,INT-001,D13,South,S-3,8,14.16,synthetic-extended
2026-04-20T03:45:00,INT-001,D14,South,S-AGG,10,17.32,synthetic-extended
2026-04-20T03:45:00,INT-001,D15,West,W-1,8,18.53,synthetic-extended
2026-04-20T03:45:00,INT-001,D16,West,W-2,9,23.43,synthetic-extended
2026-04-20T03:45:00,INT-001,D17,West,W-3,7,15.7,synthetic-extended
2026-04-20T03:45:00,INT-001,D18,West,W-AGG,12,15.29,synthetic-extended
2026-04-20T03:45:00,INT-001,D19,North,N-4,7,18.77,synthetic-extended
2026-04-20T03:45:00,INT-001,D20,Toll,Toll-2,10,12.08,synthetic-extended
2026-04-20T03:45:00,INT-001,D21,Carpool,CP-2,9,14.84,synthetic-extended
2026-04-20T03:45:00,INT-001,D22,Exit,EX-1,5,23.75,synthetic-extended
2026-04-20T04:00:00,INT-001,D01,Toll,Toll-1,7,100.01,SimToll-15K-Day1
2026-04-20T04:00:00,INT-001,D02,North,N-1,2,80.0,SimToll-15K-Day1
2026-04-20T04:00:00,INT-001,D03,North,N-2,8,100.01,SimToll-15K-Day1
2026-04-20T04:00:00,INT-001,D04,North,N-3,5,100.01,SimToll-15K-Day1
2026-04-20T04:00:00,INT-001,D05,North,N-AGG,3,100.01,SimToll-15K-Day1
2026-04-20T04:00:00,INT-001,D06,Carpool,CP-1,5,100.01,SimToll-15K-Day1
2026-04-20T04:00:00,INT-001,D07,East,E-1,5,20.27,synthetic-extended
2026-04-20T04:00:00,INT-001,D08,East,E-2,9,18.69,synthetic-extended
2026-04-20T04:00:00,INT-001,D09,East,E-3,8,23.52,synthetic-extended
2026-04-20T04:00:00,INT-001,D10,East,E-AGG,7,20.94,synthetic-extended
2026-04-20T04:00:00,INT-001,D11,South,S-1,7,23.69,synthetic-extended
2026-04-20T04:00:00,INT-001,D12,South,S-2,8,26.69,synthetic-extended
2026-04-20T04:00:00,INT-001,D13,South,S-3,2,20.51,synthetic-extended
2026-04-20T04:00:00,INT-001,D14,South,S-AGG,10,20.46,synthetic-extended
2026-04-20T04:00:00,INT-001,D15,West,W-1,11,17.6,synthetic-extended
2026-04-20T04:00:00,INT-001,D16,West,W-2,7,12.47,synthetic-extended
2026-04-20T04:00:00,INT-001,D17,West,W-3,4,12.88,synthetic-extended
2026-04-20T04:00:00,INT-001,D18,West,W-AGG,10,24.85,synthetic-extended
2026-04-20T04:00:00,INT-001,D19,North,N-4,15,24.14,synthetic-extended
2026-04-20T04:00:00,INT-001,D20,Toll,Toll-2,11,23.77,synthetic-extended
2026-04-20T04:00:00,INT-001,D21,Carpool,CP-2,9,19.77,synthetic-extended
2026-04-20T04:00:00,INT-001,D22,Exit,EX-1,9,12.35,synthetic-extended
2026-04-20T04:15:00,INT-001,D01,Toll,Toll-1,3,100.01,SimToll-15K-Day1
2026-04-20T04:15:00,INT-001,D02,North,N-1,9,80.0,SimToll-15K-Day1
2026-04-20T04:15:00,INT-001,D03,North,N-2,3,100.01,SimToll-15K-Day1
2026-04-20T04:15:00,INT-001,D04,North,N-3,5,100.01,SimToll-15K-Day1
2026-04-20T04:15:00,INT-001,D05,North,N-AGG,8,100.01,SimToll-15K-Day1
2026-04-20T04:15:00,INT-001,D06,Carpool,CP-1,5,100.01,SimToll-15K-Day1
2026-04-20T04:15:00,INT-001,D07,East,E-1,6,22.99,synthetic-extended
2026-04-20T04:15:00,INT-001,D08,East,E-2,10,21.1,synthetic-extended
2026-04-20T04:15:00,INT-001,D09,East,E-3,12,23.64,synthetic-extended
2026-04-20T04:15:00,INT-001,D10,East,E-AGG,12,18.22,synthetic-extended
2026-04-20T04:15:00,INT-001,D11,South,S-1,15,15.54,synthetic-extended
2026-04-20T04:15:00,INT-001,D12,South,S-2,9,24.54,synthetic-extended
2026-04-20T04:15:00,INT-001,D13,South,S-3,2,15.71,synthetic-extended
2026-04-20T04:15:00,INT-001,D14,South,S-AGG,13,15.15,synthetic-extended
2026-04-20T04:15:00,INT-001,D15,West,W-1,12,20.37,synthetic-extended
2026-04-20T04:15:00,INT-001,D16,West,W-2,10,16.63,synthetic-extended
2026-04-20T04:15:00,INT-001,D17,West,W-3,8,24.87,synthetic-extended
2026-04-20T04:15:00,INT-001,D18,West,W-AGG,8,19.05,synthetic-extended
2026-04-20T04:15:00,INT-001,D19,North,N-4,11,24.02,synthetic-extended
2026-04-20T04:15:00,INT-001,D20,Toll,Toll-2,7,15.72,synthetic-extended
2026-04-20T04:15:00,INT-001,D21,Carpool,CP-2,13,22.47,synthetic-extended
2026-04-20T04:15:00,INT-001,D22,Exit,EX-1,8,20.14,synthetic-extended
2026-04-20T04:30:00,INT-001,D01,Toll,Toll-1,5,100.01,SimToll-15K-Day1
2026-04-20T04:30:00,INT-001,D02,North,N-1,2,80.0,SimToll-15K-Day1
2026-04-20T04:30:00,INT-001,D03,North,N-2,6,100.01,SimToll-15K-Day1
2026-04-20T04:30:00,INT-001,D04,North,N-3,10,100.01,SimToll-15K-Day1
2026-04-20T04:30:00,INT-001,D05,North,N-AGG,7,100.01,SimToll-15K-Day1
2026-04-20T04:30:00,INT-001,D06,Carpool,CP-1,8,100.01,SimToll-15K-Day1
2026-04-20T04:30:00,INT-001,D07,East,E-1,11,18.42,synthetic-extended
2026-04-20T04:30:00,INT-001,D08,East,E-2,6,12.74,synthetic-extended
2026-04-20T04:30:00,INT-001,D09,East,E-3,7,17.72,synthetic-extended
2026-04-20T04:30:00,INT-001,D10,East,E-AGG,8,16.15,synthetic-extended
2026-04-20T04:30:00,INT-001,D11,South,S-1,15,17.15,synthetic-extended
2026-04-20T04:30:00,INT-001,D12,South,S-2,14,19.74,synthetic-extended
2026-04-20T04:30:00,INT-001,D13,South,S-3,7,27.2,synthetic-extended
2026-04-20T04:30:00,INT-001,D14,South,S-AGG,14,16.54,synthetic-extended
2026-04-20T04:30:00,INT-001,D15,West,W-1,12,15.58,synthetic-extended
2026-04-20T04:30:00,INT-001,D16,West,W-2,8,14.94,synthetic-extended
2026-04-20T04:30:00,INT-001,D17,West,W-3,4,16.3,synthetic-extended
2026-04-20T04:30:00,INT-001,D18,West,W-AGG,14,26.46,synthetic-extended
2026-04-20T04:30:00,INT-001,D19,North,N-4,8,14.31,synthetic-extended
2026-04-20T04:30:00,INT-001,D20,Toll,Toll-2,9,15.67,synthetic-extended
2026-04-20T04:30:00,INT-001,D21,Carpool,CP-2,13,26.88,synthetic-extended
2026-04-20T04:30:00,INT-001,D22,Exit,EX-1,12,20.8,synthetic-extended
2026-04-20T04:45:00,INT-001,D01,Toll,Toll-1,7,100.01,SimToll-15K-Day1
2026-04-20T04:45:00,INT-001,D02,North,N-1,4,80.0,SimToll-15K-Day1
2026-04-20T04:45:00,INT-001,D03,North,N-2,4,100.01,SimToll-15K-Day1
2026-04-20T04:45:00,INT-001,D04,North,N-3,4,100.01,SimToll-15K-Day1
2026-04-20T04:45:00,INT-001,D05,North,N-AGG,6,100.01,SimToll-15K-Day1
2026-04-20T04:45:00,INT-001,D06,Carpool,CP-1,5,100.01,SimToll-15K-Day1
2026-04-20T04:45:00,INT-001,D07,East,E-1,8,11.98,synthetic-extended
2026-04-20T04:45:00,INT-001,D08,East,E-2,6,20.1,synthetic-extended
2026-04-20T04:45:00,INT-001,D09,East,E-3,6,21.46,synthetic-extended
2026-04-20T04:45:00,INT-001,D10,East,E-AGG,12,12.89,synthetic-extended
2026-04-20T04:45:00,INT-001,D11,South,S-1,6,20.44,synthetic-extended
2026-04-20T04:45:00,INT-001,D12,South,S-2,13,18.91,synthetic-extended
2026-04-20T04:45:00,INT-001,D13,South,S-3,6,14.2,synthetic-extended
2026-04-20T04:45:00,INT-001,D14,South,S-AGG,6,15.29,synthetic-extended
2026-04-20T04:45:00,INT-001,D15,West,W-1,12,13.08,synthetic-extended
2026-04-20T04:45:00,INT-001,D16,West,W-2,5,17.66,synthetic-extended
2026-04-20T04:45:00,INT-001,D17,West,W-3,2,20.48,synthetic-extended
2026-04-20T04:45:00,INT-001,D18,West,W-AGG,6,13.68,synthetic-extended
2026-04-20T04:45:00,INT-001,D19,North,N-4,15,26.44,synthetic-extended
2026-04-20T04:45:00,INT-001,D20,Toll,Toll-2,3,27.15,synthetic-extended
2026-04-20T04:45:00,INT-001,D21,Carpool,CP-2,5,20.18,synthetic-extended
2026-04-20T04:45:00,INT-001,D22,Exit,EX-1,10,20.95,synthetic-extended
2026-04-20T05:00:00,INT-001,D01,Toll,Toll-1,17,100.01,SimToll-15K-Day1
2026-04-20T05:00:00,INT-001,D02,North,N-1,19,80.0,SimToll-15K-Day1
2026-04-20T05:00:00,INT-001,D03,North,N-2,18,100.01,SimToll-15K-Day1
2026-04-20T05:00:00,INT-001,D04,North,N-3,18,100.01,SimToll-15K-Day1
2026-04-20T05:00:00,INT-001,D05,North,N-AGG,16,100.01,SimToll-15K-Day1
2026-04-20T05:00:00,INT-001,D06,Carpool,CP-1,12,100.01,SimToll-15K-Day1
2026-04-20T05:00:00,INT-001,D07,East,E-1,18,62.16,synthetic-extended
2026-04-20T05:00:00,INT-001,D08,East,E-2,26,57.01,synthetic-extended
2026-04-20T05:00:00,INT-001,D09,East,E-3,21,57.57,synthetic-extended
2026-04-20T05:00:00,INT-001,D10,East,E-AGG,22,50.84,synthetic-extended
2026-04-20T05:00:00,INT-001,D11,South,S-1,33,48.2,synthetic-extended
2026-04-20T05:00:00,INT-001,D12,South,S-2,25,53.54,synthetic-extended
2026-04-20T05:00:00,INT-001,D13,South,S-3,20,54.52,synthetic-extended
2026-04-20T05:00:00,INT-001,D14,South,S-AGG,25,50.7,synthetic-extended
2026-04-20T05:00:00,INT-001,D15,West,W-1,26,58.25,synthetic-extended
2026-04-20T05:00:00,INT-001,D16,West,W-2,24,48.14,synthetic-extended
2026-04-20T05:00:00,INT-001,D17,West,W-3,14,61.78,synthetic-extended
2026-04-20T05:00:00,INT-001,D18,West,W-AGG,33,57.58,synthetic-extended
2026-04-20T05:00:00,INT-001,D19,North,N-4,27,53.8,synthetic-extended
2026-04-20T05:00:00,INT-001,D20,Toll,Toll-2,21,50.6,synthetic-extended
2026-04-20T05:00:00,INT-001,D21,Carpool,CP-2,19,61.53,synthetic-extended
2026-04-20T05:00:00,INT-001,D22,Exit,EX-1,20,48.14,synthetic-extended
2026-04-20T05:15:00,INT-001,D01,Toll,Toll-1,16,100.01,SimToll-15K-Day1
2026-04-20T05:15:00,INT-001,D02,North,N-1,16,80.0,SimToll-15K-Day1
2026-04-20T05:15:00,INT-001,D03,North,N-2,15,100.01,SimToll-15K-Day1
2026-04-20T05:15:00,INT-001,D04,North,N-3,12,100.01,SimToll-15K-Day1
2026-04-20T05:15:00,INT-001,D05,North,N-AGG,17,100.01,SimToll-15K-Day1
2026-04-20T05:15:00,INT-001,D06,Carpool,CP-1,16,100.01,SimToll-15K-Day1
2026-04-20T05:15:00,INT-001,D07,East,E-1,25,55.64,synthetic-extended
2026-04-20T05:15:00,INT-001,D08,East,E-2,30,48.29,synthetic-extended
2026-04-20T05:15:00,INT-001,D09,East,E-3,17,61.23,synthetic-extended
2026-04-20T05:15:00,INT-001,D10,East,E-AGG,25,56.66,synthetic-extended
2026-04-20T05:15:00,INT-001,D11,South,S-1,25,48.46,synthetic-extended
2026-04-20T05:15:00,INT-001,D12,South,S-2,34,56.39,synthetic-extended
2026-04-20T05:15:00,INT-001,D13,South,S-3,11,62.99,synthetic-extended
2026-04-20T05:15:00,INT-001,D14,South,S-AGG,29,56.22,synthetic-extended
2026-04-20T05:15:00,INT-001,D15,West,W-1,24,54.53,synthetic-extended
2026-04-20T05:15:00,INT-001,D16,West,W-2,24,61.66,synthetic-extended
2026-04-20T05:15:00,INT-001,D17,West,W-3,13,62.95,synthetic-extended
2026-04-20T05:15:00,INT-001,D18,West,W-AGG,30,57.16,synthetic-extended
2026-04-20T05:15:00,INT-001,D19,North,N-4,31,62.5,synthetic-extended
2026-04-20T05:15:00,INT-001,D20,Toll,Toll-2,20,52.57,synthetic-extended
2026-04-20T05:15:00,INT-001,D21,Carpool,CP-2,22,52.14,synthetic-extended
2026-04-20T05:15:00,INT-001,D22,Exit,EX-1,19,60.72,synthetic-extended
2026-04-20T05:30:00,INT-001,D01,Toll,Toll-1,16,100.01,SimToll-15K-Day1
2026-04-20T05:30:00,INT-001,D02,North,N-1,17,80.0,SimToll-15K-Day1
2026-04-20T05:30:00,INT-001,D03,North,N-2,20,100.01,SimToll-15K-Day1
2026-04-20T05:30:00,INT-001,D04,North,N-3,16,100.01,SimToll-15K-Day1
2026-04-20T05:30:00,INT-001,D05,North,N-AGG,15,100.01,SimToll-15K-Day1
2026-04-20T05:30:00,INT-001,D06,Carpool,CP-1,15,100.01,SimToll-15K-Day1
2026-04-20T05:30:00,INT-001,D07,East,E-1,22,48.85,synthetic-extended
2026-04-20T05:30:00,INT-001,D08,East,E-2,29,60.84,synthetic-extended
2026-04-20T05:30:00,INT-001,D09,East,E-3,17,57.52,synthetic-extended
2026-04-20T05:30:00,INT-001,D10,East,E-AGG,28,54.39,synthetic-extended
2026-04-20T05:30:00,INT-001,D11,South,S-1,25,50.0,synthetic-extended
2026-04-20T05:30:00,INT-001,D12,South,S-2,30,56.96,synthetic-extended
2026-04-20T05:30:00,INT-001,D13,South,S-3,18,57.01,synthetic-extended
2026-04-20T05:30:00,INT-001,D14,South,S-AGG,25,50.26,synthetic-extended
2026-04-20T05:30:00,INT-001,D15,West,W-1,30,49.1,synthetic-extended
2026-04-20T05:30:00,INT-001,D16,West,W-2,21,54.01,synthetic-extended
2026-04-20T05:30:00,INT-001,D17,West,W-3,18,48.94,synthetic-extended
2026-04-20T05:30:00,INT-001,D18,West,W-AGG,33,59.79,synthetic-extended
2026-04-20T05:30:00,INT-001,D19,North,N-4,26,51.97,synthetic-extended
2026-04-20T05:30:00,INT-001,D20,Toll,Toll-2,13,55.84,synthetic-extended
2026-04-20T05:30:00,INT-001,D21,Carpool,CP-2,18,50.6,synthetic-extended
2026-04-20T05:30:00,INT-001,D22,Exit,EX-1,19,54.38,synthetic-extended
2026-04-20T05:45:00,INT-001,D01,Toll,Toll-1,14,100.01,SimToll-15K-Day1
2026-04-20T05:45:00,INT-001,D02,North,N-1,13,80.0,SimToll-15K-Day1
2026-04-20T05:45:00,INT-001,D03,North,N-2,16,100.01,SimToll-15K-Day1
2026-04-20T05:45:00,INT-001,D04,North,N-3,15,100.01,SimToll-15K-Day1
2026-04-20T05:45:00,INT-001,D05,North,N-AGG,18,100.01,SimToll-15K-Day1
2026-04-20T05:45:00,INT-001,D06,Carpool,CP-1,14,100.01,SimToll-15K-Day1
2026-04-20T05:45:00,INT-001,D07,East,E-1,25,49.31,synthetic-extended
2026-04-20T05:45:00,INT-001,D08,East,E-2,26,61.75,synthetic-extended
2026-04-20T05:45:00,INT-001,D09,East,E-3,25,58.94,synthetic-extended
2026-04-20T05:45:00,INT-001,D10,East,E-AGG,22,60.82,synthetic-extended
2026-04-20T05:45:00,INT-001,D11,South,S-1,29,59.36,synthetic-extended
2026-04-20T05:45:00,INT-001,D12,South,S-2,31,52.44,synthetic-extended
2026-04-20T05:45:00,INT-001,D13,South,S-3,19,51.27,synthetic-extended
2026-04-20T05:45:00,INT-001,D14,South,S-AGG,25,51.53,synthetic-extended
2026-04-20T05:45:00,INT-001,D15,West,W-1,26,60.4,synthetic-extended
2026-04-20T05:45:00,INT-001,D16,West,W-2,26,62.98,synthetic-extended
2026-04-20T05:45:00,INT-001,D17,West,W-3,18,60.84,synthetic-extended
2026-04-20T05:45:00,INT-001,D18,West,W-AGG,31,55.62,synthetic-extended
2026-04-20T05:45:00,INT-001,D19,North,N-4,29,52.32,synthetic-extended
2026-04-20T05:45:00,INT-001,D20,Toll,Toll-2,21,53.04,synthetic-extended
2026-04-20T05:45:00,INT-001,D21,Carpool,CP-2,22,60.91,synthetic-extended
2026-04-20T05:45:00,INT-001,D22,Exit,EX-1,21,56.15,synthetic-extended
2026-04-20T06:00:00,INT-001,D01,Toll,Toll-1,17,100.01,SimToll-15K-Day1
2026-04-20T06:00:00,INT-001,D02,North,N-1,14,80.0,SimToll-15K-Day1
2026-04-20T06:00:00,INT-001,D03,North,N-2,18,100.01,SimToll-15K-Day1
2026-04-20T06:00:00,INT-001,D04,North,N-3,20,100.01,SimToll-15K-Day1
2026-04-20T06:00:00,INT-001,D05,North,N-AGG,17,100.01,SimToll-15K-Day1
2026-04-20T06:00:00,INT-001,D06,Carpool,CP-1,13,100.01,SimToll-15K-Day1
2026-04-20T06:00:00,INT-001,D07,East,E-1,17,49.02,synthetic-extended
2026-04-20T06:00:00,INT-001,D08,East,E-2,32,52.31,synthetic-extended
2026-04-20T06:00:00,INT-001,D09,East,E-3,18,60.99,synthetic-extended
2026-04-20T06:00:00,INT-001,D10,East,E-AGG,27,48.6,synthetic-extended
2026-04-20T06:00:00,INT-001,D11,South,S-1,32,47.25,synthetic-extended
2026-04-20T06:00:00,INT-001,D12,South,S-2,27,53.56,synthetic-extended
2026-04-20T06:00:00,INT-001,D13,South,S-3,13,48.2,synthetic-extended
2026-04-20T06:00:00,INT-001,D14,South,S-AGG,29,52.42,synthetic-extended
2026-04-20T06:00:00,INT-001,D15,West,W-1,28,57.4,synthetic-extended
2026-04-20T06:00:00,INT-001,D16,West,W-2,22,60.64,synthetic-extended
2026-04-20T06:00:00,INT-001,D17,West,W-3,19,53.08,synthetic-extended
2026-04-20T06:00:00,INT-001,D18,West,W-AGG,29,57.03,synthetic-extended
2026-04-20T06:00:00,INT-001,D19,North,N-4,31,60.96,synthetic-extended
2026-04-20T06:00:00,INT-001,D20,Toll,Toll-2,13,56.88,synthetic-extended
2026-04-20T06:00:00,INT-001,D21,Carpool,CP-2,20,57.1,synthetic-extended
2026-04-20T06:00:00,INT-001,D22,Exit,EX-1,22,62.96,synthetic-extended
2026-04-20T06:15:00,INT-001,D01,Toll,Toll-1,12,100.01,SimToll-15K-Day1
2026-04-20T06:15:00,INT-001,D02,North,N-1,15,80.0,SimToll-15K-Day1
2026-04-20T06:15:00,INT-001,D03,North,N-2,12,100.01,SimToll-15K-Day1
2026-04-20T06:15:00,INT-001,D04,North,N-3,15,100.01,SimToll-15K-Day1
2026-04-20T06:15:00,INT-001,D05,North,N-AGG,12,100.01,SimToll-15K-Day1
2026-04-20T06:15:00,INT-001,D06,Carpool,CP-1,10,100.01,SimToll-15K-Day1
2026-04-20T06:15:00,INT-001,D07,East,E-1,17,51.69,synthetic-extended
2026-04-20T06:15:00,INT-001,D08,East,E-2,28,53.89,synthetic-extended
2026-04-20T06:15:00,INT-001,D09,East,E-3,20,55.5,synthetic-extended
2026-04-20T06:15:00,INT-001,D10,East,E-AGG,29,57.91,synthetic-extended
2026-04-20T06:15:00,INT-001,D11,South,S-1,27,49.72,synthetic-extended
2026-04-20T06:15:00,INT-001,D12,South,S-2,26,56.75,synthetic-extended
2026-04-20T06:15:00,INT-001,D13,South,S-3,17,56.92,synthetic-extended
2026-04-20T06:15:00,INT-001,D14,South,S-AGG,28,54.96,synthetic-extended
2026-04-20T06:15:00,INT-001,D15,West,W-1,31,49.29,synthetic-extended
2026-04-20T06:15:00,INT-001,D16,West,W-2,24,57.21,synthetic-extended
2026-04-20T06:15:00,INT-001,D17,West,W-3,18,51.09,synthetic-extended
2026-04-20T06:15:00,INT-001,D18,West,W-AGG,24,61.38,synthetic-extended
2026-04-20T06:15:00,INT-001,D19,North,N-4,31,61.42,synthetic-extended
2026-04-20T06:15:00,INT-001,D20,Toll,Toll-2,21,49.53,synthetic-extended
2026-04-20T06:15:00,INT-001,D21,Carpool,CP-2,24,62.12,synthetic-extended
2026-04-20T06:15:00,INT-001,D22,Exit,EX-1,27,51.79,synthetic-extended
2026-04-20T06:30:00,INT-001,D01,Toll,Toll-1,19,100.01,SimToll-15K-Day1
2026-04-20T06:30:00,INT-001,D02,North,N-1,15,80.0,SimToll-15K-Day1
2026-04-20T06:30:00,INT-001,D03,North,N-2,13,100.01,SimToll-15K-Day1
2026-04-20T06:30:00,INT-001,D04,North,N-3,20,100.01,SimToll-15K-Day1
2026-04-20T06:30:00,INT-001,D05,North,N-AGG,15,100.01,SimToll-15K-Day1
2026-04-20T06:30:00,INT-001,D06,Carpool,CP-1,14,100.01,SimToll-15K-Day1
2026-04-20T06:30:00,INT-001,D07,East,E-1,26,52.74,synthetic-extended
2026-04-20T06:30:00,INT-001,D08,East,E-2,27,62.88,synthetic-extended
2026-04-20T06:30:00,INT-001,D09,East,E-3,21,47.35,synthetic-extended
2026-04-20T06:30:00,INT-001,D10,East,E-AGG,26,51.39,synthetic-extended
2026-04-20T06:30:00,INT-001,D11,South,S-1,34,60.84,synthetic-extended
2026-04-20T06:30:00,INT-001,D12,South,S-2,25,61.57,synthetic-extended
2026-04-20T06:30:00,INT-001,D13,South,S-3,18,60.33,synthetic-extended
2026-04-20T06:30:00,INT-001,D14,South,S-AGG,29,59.41,synthetic-extended
2026-04-20T06:30:00,INT-001,D15,West,W-1,25,56.71,synthetic-extended
2026-04-20T06:30:00,INT-001,D16,West,W-2,22,50.5,synthetic-extended
2026-04-20T06:30:00,INT-001,D17,West,W-3,14,56.93,synthetic-extended
2026-04-20T06:30:00,INT-001,D18,West,W-AGG,26,57.05,synthetic-extended
2026-04-20T06:30:00,INT-001,D19,North,N-4,24,51.94,synthetic-extended
2026-04-20T06:30:00,INT-001,D20,Toll,Toll-2,20,47.53,synthetic-extended
2026-04-20T06:30:00,INT-001,D21,Carpool,CP-2,22,58.72,synthetic-extended
2026-04-20T06:30:00,INT-001,D22,Exit,EX-1,19,61.55,synthetic-extended
2026-04-20T06:45:00,INT-001,D01,Toll,Toll-1,18,100.01,SimToll-15K-Day1
2026-04-20T06:45:00,INT-001,D02,North,N-1,15,80.0,SimToll-15K-Day1
2026-04-20T06:45:00,INT-001,D03,North,N-2,12,100.01,SimToll-15K-Day1
2026-04-20T06:45:00,INT-001,D04,North,N-3,18,100.01,SimToll-15K-Day1
2026-04-20T06:45:00,INT-001,D05,North,N-AGG,20,100.01,SimToll-15K-Day1
2026-04-20T06:45:00,INT-001,D06,Carpool,CP-1,18,100.01,SimToll-15K-Day1
2026-04-20T06:45:00,INT-001,D07,East,E-1,19,51.11,synthetic-extended
2026-04-20T06:45:00,INT-001,D08,East,E-2,30,62.48,synthetic-extended
2026-04-20T06:45:00,INT-001,D09,East,E-3,21,58.94,synthetic-extended
2026-04-20T06:45:00,INT-001,D10,East,E-AGG,25,59.87,synthetic-extended
2026-04-20T06:45:00,INT-001,D11,South,S-1,32,62.41,synthetic-extended
2026-04-20T06:45:00,INT-001,D12,South,S-2,27,59.07,synthetic-extended
2026-04-20T06:45:00,INT-001,D13,South,S-3,14,60.76,synthetic-extended
2026-04-20T06:45:00,INT-001,D14,South,S-AGG,31,62.48,synthetic-extended
2026-04-20T06:45:00,INT-001,D15,West,W-1,30,52.85,synthetic-extended
2026-04-20T06:45:00,INT-001,D16,West,W-2,23,47.22,synthetic-extended
2026-04-20T06:45:00,INT-001,D17,West,W-3,19,48.98,synthetic-extended
2026-04-20T06:45:00,INT-001,D18,West,W-AGG,29,57.77,synthetic-extended
2026-04-20T06:45:00,INT-001,D19,North,N-4,28,56.35,synthetic-extended
2026-04-20T06:45:00,INT-001,D20,Toll,Toll-2,18,48.73,synthetic-extended
2026-04-20T06:45:00,INT-001,D21,Carpool,CP-2,20,54.54,synthetic-extended
2026-04-20T06:45:00,INT-001,D22,Exit,EX-1,27,61.15,synthetic-extended
2026-04-20T07:00:00,INT-001,D01,Toll,Toll-1,33,100.01,SimToll-15K-Day1
2026-04-20T07:00:00,INT-001,D02,North,N-1,27,80.0,SimToll-15K-Day1
2026-04-20T07:00:00,INT-001,D03,North,N-2,23,100.01,SimToll-15K-Day1
2026-04-20T07:00:00,INT-001,D04,North,N-3,34,100.01,SimToll-15K-Day1
2026-04-20T07:00:00,INT-001,D05,North,N-AGG,28,100.01,SimToll-15K-Day1
2026-04-20T07:00:00,INT-001,D06,Carpool,CP-1,27,100.01,SimToll-15K-Day1
2026-04-20T07:00:00,INT-001,D07,East,E-1,36,94.48,synthetic-extended
2026-04-20T07:00:00,INT-001,D08,East,E-2,45,98.62,synthetic-extended
2026-04-20T07:00:00,INT-001,D09,East,E-3,41,95.61,synthetic-extended
2026-04-20T07:00:00,INT-001,D10,East,E-AGG,42,107.95,synthetic-extended
2026-04-20T07:00:00,INT-001,D11,South,S-1,50,99.97,synthetic-extended
2026-04-20T07:00:00,INT-001,D12,South,S-2,53,104.48,synthetic-extended
2026-04-20T07:00:00,INT-001,D13,South,S-3,30,100.46,synthetic-extended
2026-04-20T07:00:00,INT-001,D14,South,S-AGG,50,107.92,synthetic-extended
2026-04-20T07:00:00,INT-001,D15,West,W-1,44,107.09,synthetic-extended
2026-04-20T07:00:00,INT-001,D16,West,W-2,43,100.28,synthetic-extended
2026-04-20T07:00:00,INT-001,D17,West,W-3,26,94.27,synthetic-extended
2026-04-20T07:00:00,INT-001,D18,West,W-AGG,51,97.23,synthetic-extended
2026-04-20T07:00:00,INT-001,D19,North,N-4,53,108.96,synthetic-extended
2026-04-20T07:00:00,INT-001,D20,Toll,Toll-2,31,95.34,synthetic-extended
2026-04-20T07:00:00,INT-001,D21,Carpool,CP-2,39,102.46,synthetic-extended
2026-04-20T07:00:00,INT-001,D22,Exit,EX-1,40,94.72,synthetic-extended
2026-04-20T07:15:00,INT-001,D01,Toll,Toll-1,24,100.01,SimToll-15K-Day1
2026-04-20T07:15:00,INT-001,D02,North,N-1,24,80.0,SimToll-15K-Day1
2026-04-20T07:15:00,INT-001,D03,North,N-2,29,100.01,SimToll-15K-Day1
2026-04-20T07:15:00,INT-001,D04,North,N-3,27,100.01,SimToll-15K-Day1
2026-04-20T07:15:00,INT-001,D05,North,N-AGG,16,100.01,SimToll-15K-Day1
