timestamp,intersection_id,phase_number,signal_state,duration_sec,control_mode
2026-04-20T03:12:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:12:24,INT-001,1,RED ON,3,fixed
2026-04-20T03:12:27,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:12:45,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:12:49,INT-001,2,RED ON,3,fixed
2026-04-20T03:12:52,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:13:08,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:13:12,INT-001,3,RED ON,3,fixed
2026-04-20T03:13:15,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:13:29,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:13:33,INT-001,4,RED ON,3,fixed
2026-04-20T03:13:36,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:13:56,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:14:00,INT-001,1,RED ON,3,fixed
2026-04-20T03:14:03,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:14:21,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:14:25,INT-001,2,RED ON,3,fixed
2026-04-20T03:14:28,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:14:44,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:14:48,INT-001,3,RED ON,3,fixed
2026-04-20T03:14:51,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:15:05,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:15:09,INT-001,4,RED ON,3,fixed
2026-04-20T03:15:12,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:15:32,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:15:36,INT-001,1,RED ON,3,fixed
2026-04-20T03:15:39,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:15:57,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:16:01,INT-001,2,RED ON,3,fixed
2026-04-20T03:16:04,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:16:20,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:16:24,INT-001,3,RED ON,3,fixed
2026-04-20T03:16:27,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:16:41,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:16:45,INT-001,4,RED ON,3,fixed
2026-04-20T03:16:48,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:17:08,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:17:12,INT-001,1,RED ON,3,fixed
2026-04-20T03:17:15,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:17:33,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:17:37,INT-001,2,RED ON,3,fixed
2026-04-20T03:17:40,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:17:56,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:18:00,INT-001,3,RED ON,3,fixed
2026-04-20T03:18:03,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:18:17,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:18:21,INT-001,4,RED ON,3,fixed
2026-04-20T03:18:24,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:18:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:18:48,INT-001,1,RED ON,3,fixed
2026-04-20T03:18:51,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:19:09,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:19:13,INT-001,2,RED ON,3,fixed
2026-04-20T03:19:16,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:19:32,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:19:36,INT-001,3,RED ON,3,fixed
2026-04-20T03:19:39,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:19:53,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:19:57,INT-001,4,RED ON,3,fixed
2026-04-20T03:20:00,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:20:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:20:24,INT-001,1,RED ON,3,fixed
2026-04-20T03:20:27,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:20:45,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:20:49,INT-001,2,RED ON,3,fixed
2026-04-20T03:20:52,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:21:08,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:21:12,INT-001,3,RED ON,3,fixed
2026-04-20T03:21:15,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:21:29,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:21:33,INT-001,4,RED ON,3,fixed
2026-04-20T03:21:36,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:21:56,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:22:00,INT-001,1,RED ON,3,fixed
2026-04-20T03:22:03,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:22:21,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:22:25,INT-001,2,RED ON,3,fixed
2026-04-20T03:22:28,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:22:44,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:22:48,INT-001,3,RED ON,3,fixed
2026-04-20T03:22:51,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:23:05,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:23:09,INT-001,4,RED ON,3,fixed
2026-04-20T03:23:12,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:23:32,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:23:36,INT-001,1,RED ON,3,fixed
2026-04-20T03:23:39,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:23:57,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:24:01,INT-001,2,RED ON,3,fixed
2026-04-20T03:24:04,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:24:20,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:24:24,INT-001,3,RED ON,3,fixed
2026-04-20T03:24:27,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:24:41,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:24:45,INT-001,4,RED ON,3,fixed
2026-04-20T03:24:48,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:25:08,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:25:12,INT-001,1,RED ON,3,fixed
2026-04-20T03:25:15,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:25:33,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:25:37,INT-001,2,RED ON,3,fixed
2026-04-20T03:25:40,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:25:56,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:26:00,INT-001,3,RED ON,3,fixed
2026-04-20T03:26:03,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:26:17,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:26:21,INT-001,4,RED ON,3,fixed
2026-04-20T03:26:24,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:26:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:26:48,INT-001,1,RED ON,3,fixed
2026-04-20T03:26:51,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:27:09,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:27:13,INT-001,2,RED ON,3,fixed
2026-04-20T03:27:16,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:27:32,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:27:36,INT-001,3,RED ON,3,fixed
2026-04-20T03:27:39,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:27:53,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:27:57,INT-001,4,RED ON,3,fixed
2026-04-20T03:28:00,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:28:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:28:24,INT-001,1,RED ON,3,fixed
2026-04-20T03:28:27,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:28:45,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:28:49,INT-001,2,RED ON,3,fixed
2026-04-20T03:28:52,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:29:08,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:29:12,INT-001,3,RED ON,3,fixed
2026-04-20T03:29:15,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:29:29,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:29:33,INT-001,4,RED ON,3,fixed
2026-04-20T03:29:36,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:29:56,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:30:00,INT-001,1,RED ON,3,fixed
2026-04-20T03:30:03,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:30:21,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:30:25,INT-001,2,RED ON,3,fixed
2026-04-20T03:30:28,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:30:44,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:30:48,INT-001,3,RED ON,3,fixed
2026-04-20T03:30:51,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:31:05,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:31:09,INT-001,4,RED ON,3,fixed
2026-04-20T03:31:12,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:31:32,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:31:36,INT-001,1,RED ON,3,fixed
2026-04-20T03:31:39,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:31:57,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:32:01,INT-001,2,RED ON,3,fixed
2026-04-20T03:32:04,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:32:20,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:32:24,INT-001,3,RED ON,3,fixed
2026-04-20T03:32:27,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:32:41,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:32:45,INT-001,4,RED ON,3,fixed
2026-04-20T03:32:48,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:33:08,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:33:12,INT-001,1,RED ON,3,fixed
2026-04-20T03:33:15,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:33:33,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:33:37,INT-001,2,RED ON,3,fixed
2026-04-20T03:33:40,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:33:56,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:34:00,INT-001,3,RED ON,3,fixed
2026-04-20T03:34:03,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:34:17,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:34:21,INT-001,4,RED ON,3,fixed
2026-04-20T03:34:24,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:34:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:34:48,INT-001,1,RED ON,3,fixed
2026-04-20T03:34:51,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:35:09,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:35:13,INT-001,2,RED ON,3,fixed
2026-04-20T03:35:16,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:35:32,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:35:36,INT-001,3,RED ON,3,fixed
2026-04-20T03:35:39,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:35:53,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:35:57,INT-001,4,RED ON,3,fixed
2026-04-20T03:36:00,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:36:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:36:24,INT-001,1,RED ON,3,fixed
2026-04-20T03:36:27,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:36:45,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:36:49,INT-001,2,RED ON,3,fixed
2026-04-20T03:36:52,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:37:08,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:37:12,INT-001,3,RED ON,3,fixed
2026-04-20T03:37:15,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:37:29,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:37:33,INT-001,4,RED ON,3,fixed
2026-04-20T03:37:36,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:37:56,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:38:00,INT-001,1,RED ON,3,fixed
2026-04-20T03:38:03,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:38:21,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:38:25,INT-001,2,RED ON,3,fixed
2026-04-20T03:38:28,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:38:44,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:38:48,INT-001,3,RED ON,3,fixed
2026-04-20T03:38:51,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:39:05,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:39:09,INT-001,4,RED ON,3,fixed
2026-04-20T03:39:12,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:39:32,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:39:36,INT-001,1,RED ON,3,fixed
2026-04-20T03:39:39,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:39:57,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:40:01,INT-001,2,RED ON,3,fixed
2026-04-20T03:40:04,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:40:20,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:40:24,INT-001,3,RED ON,3,fixed
2026-04-20T03:40:27,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:40:41,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:40:45,INT-001,4,RED ON,3,fixed
2026-04-20T03:40:48,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:41:08,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:41:12,INT-001,1,RED ON,3,fixed
2026-04-20T03:41:15,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:41:33,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:41:37,INT-001,2,RED ON,3,fixed
2026-04-20T03:41:40,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:41:56,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:42:00,INT-001,3,RED ON,3,fixed
2026-04-20T03:42:03,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:42:17,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:42:21,INT-001,4,RED ON,3,fixed
2026-04-20T03:42:24,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:42:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:42:48,INT-001,1,RED ON,3,fixed
2026-04-20T03:42:51,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:43:09,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:43:13,INT-001,2,RED ON,3,fixed
2026-04-20T03:43:16,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:43:32,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:43:36,INT-001,3,RED ON,3,fixed
2026-04-20T03:43:39,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:43:53,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:43:57,INT-001,4,RED ON,3,fixed
2026-04-20T03:44:00,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:44:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:44:24,INT-001,1,RED ON,3,fixed
2026-04-20T03:44:27,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:44:45,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:44:49,INT-001,2,RED ON,3,fixed
2026-04-20T03:44:52,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:45:08,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:45:12,INT-001,3,RED ON,3,fixed
2026-04-20T03:45:15,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:45:29,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:45:33,INT-001,4,RED ON,3,fixed
2026-04-20T03:45:36,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:45:56,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:46:00,INT-001,1,RED ON,3,fixed
2026-04-20T03:46:03,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:46:21,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:46:25,INT-001,2,RED ON,3,fixed
2026-04-20T03:46:28,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:46:44,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:46:48,INT-001,3,RED ON,3,fixed
2026-04-20T03:46:51,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:47:05,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:47:09,INT-001,4,RED ON,3,fixed
2026-04-20T03:47:12,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:47:32,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:47:36,INT-001,1,RED ON,3,fixed
2026-04-20T03:47:39,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:47:57,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:48:01,INT-001,2,RED ON,3,fixed
2026-04-20T03:48:04,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:48:20,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:48:24,INT-001,3,RED ON,3,fixed
2026-04-20T03:48:27,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:48:41,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:48:45,INT-001,4,RED ON,3,fixed
2026-04-20T03:48:48,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:49:08,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:49:12,INT-001,1,RED ON,3,fixed
2026-04-20T03:49:15,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:49:33,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:49:37,INT-001,2,RED ON,3,fixed
2026-04-20T03:49:40,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:49:56,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:50:00,INT-001,3,RED ON,3,fixed
2026-04-20T03:50:03,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:50:17,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:50:21,INT-001,4,RED ON,3,fixed
2026-04-20T03:50:24,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:50:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:50:48,INT-001,1,RED ON,3,fixed
2026-04-20T03:50:51,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:51:09,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:51:13,INT-001,2,RED ON,3,fixed
2026-04-20T03:51:16,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:51:32,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:51:36,INT-001,3,RED ON,3,fixed
2026-04-20T03:51:39,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:51:53,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:51:57,INT-001,4,RED ON,3,fixed
2026-04-20T03:52:00,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:52:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:52:24,INT-001,1,RED ON,3,fixed
2026-04-20T03:52:27,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:52:45,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:52:49,INT-001,2,RED ON,3,fixed
2026-04-20T03:52:52,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:53:08,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:53:12,INT-001,3,RED ON,3,fixed
2026-04-20T03:53:15,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:53:29,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:53:33,INT-001,4,RED ON,3,fixed
2026-04-20T03:53:36,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:53:56,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:54:00,INT-001,1,RED ON,3,fixed
2026-04-20T03:54:03,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:54:21,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:54:25,INT-001,2,RED ON,3,fixed
2026-04-20T03:54:28,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:54:44,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:54:48,INT-001,3,RED ON,3,fixed
2026-04-20T03:54:51,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:55:05,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:55:09,INT-001,4,RED ON,3,fixed
2026-04-20T03:55:12,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:55:32,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:55:36,INT-001,1,RED ON,3,fixed
2026-04-20T03:55:39,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:55:57,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:56:01,INT-001,2,RED ON,3,fixed
2026-04-20T03:56:04,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:56:20,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:56:24,INT-001,3,RED ON,3,fixed
2026-04-20T03:56:27,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:56:41,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:56:45,INT-001,4,RED ON,3,fixed
2026-04-20T03:56:48,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:57:08,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:57:12,INT-001,1,RED ON,3,fixed
2026-04-20T03:57:15,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:57:33,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:57:37,INT-001,2,RED ON,3,fixed
2026-04-20T03:57:40,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:57:56,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:58:00,INT-001,3,RED ON,3,fixed
2026-04-20T03:58:03,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:58:17,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:58:21,INT-001,4,RED ON,3,fixed
2026-04-20T03:58:24,INT-001,1,GREEN ON,20,fixed
2026-04-20T03:58:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T03:58:48,INT-001,1,RED ON,3,fixed
2026-04-20T03:58:51,INT-001,2,GREEN ON,18,fixed
2026-04-20T03:59:09,INT-001,2,YELLOW ON,4,fixed
2026-04-20T03:59:13,INT-001,2,RED ON,3,fixed
2026-04-20T03:59:16,INT-001,3,GREEN ON,16,fixed
2026-04-20T03:59:32,INT-001,3,YELLOW ON,4,fixed
2026-04-20T03:59:36,INT-001,3,RED ON,3,fixed
2026-04-20T03:59:39,INT-001,4,GREEN ON,14,fixed
2026-04-20T03:59:53,INT-001,4,YELLOW ON,4,fixed
2026-04-20T03:59:57,INT-001,4,RED ON,3,fixed
2026-04-20T04:00:00,INT-001,1,GREEN ON,20,fixed
2026-04-20T04:00:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T04:00:24,INT-001,1,RED ON,3,fixed
2026-04-20T04:00:27,INT-001,2,GREEN ON,18,fixed
2026-04-20T04:00:45,INT-001,2,YELLOW ON,4,fixed
2026-04-20T04:00:49,INT-001,2,RED ON,3,fixed
2026-04-20T04:00:52,INT-001,3,GREEN ON,16,fixed
2026-04-20T04:01:08,INT-001,3,YELLOW ON,4,fixed
2026-04-20T04:01:12,INT-001,3,RED ON,3,fixed
2026-04-20T04:01:15,INT-001,4,GREEN ON,14,fixed
2026-04-20T04:01:29,INT-001,4,YELLOW ON,4,fixed
2026-04-20T04:01:33,INT-001,4,RED ON,3,fixed
2026-04-20T04:01:36,INT-001,1,GREEN ON,20,fixed
2026-04-20T04:01:56,INT-001,1,YELLOW ON,4,fixed
2026-04-20T04:02:00,INT-001,1,RED ON,3,fixed
2026-04-20T04:02:03,INT-001,2,GREEN ON,18,fixed
2026-04-20T04:02:21,INT-001,2,YELLOW ON,4,fixed
2026-04-20T04:02:25,INT-001,2,RED ON,3,fixed
2026-04-20T04:02:28,INT-001,3,GREEN ON,16,fixed
2026-04-20T04:02:44,INT-001,3,YELLOW ON,4,fixed
2026-04-20T04:02:48,INT-001,3,RED ON,3,fixed
2026-04-20T04:02:51,INT-001,4,GREEN ON,14,fixed
2026-04-20T04:03:05,INT-001,4,YELLOW ON,4,fixed
2026-04-20T04:03:09,INT-001,4,RED ON,3,fixed
2026-04-20T04:03:12,INT-001,1,GREEN ON,20,fixed
2026-04-20T04:03:32,INT-001,1,YELLOW ON,4,fixed
2026-04-20T04:03:36,INT-001,1,RED ON,3,fixed
2026-04-20T04:03:39,INT-001,2,GREEN ON,18,fixed
2026-04-20T04:03:57,INT-001,2,YELLOW ON,4,fixed
2026-04-20T04:04:01,INT-001,2,RED ON,3,fixed
2026-04-20T04:04:04,INT-001,3,GREEN ON,16,fixed
2026-04-20T04:04:20,INT-001,3,YELLOW ON,4,fixed
2026-04-20T04:04:24,INT-001,3,RED ON,3,fixed
2026-04-20T04:04:27,INT-001,4,GREEN ON,14,fixed
2026-04-20T04:04:41,INT-001,4,YELLOW ON,4,fixed
2026-04-20T04:04:45,INT-001,4,RED ON,3,fixed
2026-04-20T04:04:48,INT-001,1,GREEN ON,20,fixed
2026-04-20T04:05:08,INT-001,1,YELLOW ON,4,fixed
2026-04-20T04:05:12,INT-001,1,RED ON,3,fixed
2026-04-20T04:05:15,INT-001,2,GREEN ON,18,fixed
2026-04-20T04:05:33,INT-001,2,YELLOW ON,4,fixed
2026-04-20T04:05:37,INT-001,2,RED ON,3,fixed
2026-04-20T04:05:40,INT-001,3,GREEN ON,16,fixed
2026-04-20T04:05:56,INT-001,3,YELLOW ON,4,fixed
2026-04-20T04:06:00,INT-001,3,RED ON,3,fixed
2026-04-20T04:06:03,INT-001,4,GREEN ON,14,fixed
2026-04-20T04:06:17,INT-001,4,YELLOW ON,4,fixed
2026-04-20T04:06:21,INT-001,4,RED ON,3,fixed
2026-04-20T04:06:24,INT-001,1,GREEN ON,20,fixed
2026-04-20T04:06:44,INT-001,1,YELLOW ON,4,fixed
2026-04-20T04:06:48,INT-001,1,RED ON,3,fixed
2026-04-20T04:06:51,INT-001,2,GREEN ON,18,fixed
2026-04-20T04:07:09,INT-001,2,YELLOW ON,4,fixed
2026-04-20T04:07:13,INT-001,2,RED ON,3,fixed
2026-04-20T04:07:16,INT-001,3,GREEN ON,16,fixed
2026-04-20T04:07:32,INT-001,3,YELLOW ON,4,fixed
2026-04-20T04:07:36,INT-001,3,RED ON,3,fixed
2026-04-20T04:07:39,INT-001,4,GREEN ON,14,fixed
2026-04-20T04:07:53,INT-001,4,YELLOW ON,4,fixed
2026-04-20T04:07:57,INT-001,4,RED ON,3,fixed
2026-04-20T04:08:00,INT-001,1,GREEN ON,20,fixed
2026-04-20T04:08:20,INT-001,1,YELLOW ON,4,fixed
2026-04-20T04:08:24,INT-001,1,RED ON,3,fixed
2026-04-20T04:08:27,INT-001,2,GREEN ON,18,fixed
2026-04-20T04:08:45,INT-001,2,YELLOW ON,4,fixed
2026-04-20T04:08:49,INT-001,2,RED ON,3,fixed
2026-04-20T04:08:52,INT-001,3,GREEN ON,16,fixed
2026-04-20T04:09:08,INT-001,3,YELLOW ON,4,fixed
